pmid,title,abstract,journal,year
39954093,Microglia aggregates define distinct immune and neurodegenerative niches in Alzheimer's disease hippocampus.,"In Alzheimer's disease (AD), microglia form distinct cellular aggregates that play critical roles in disease progression, including Aβ plaque-associated microglia (PaM) and the newly identified coffin-like microglia (CoM). PaM are closely associated with amyloid-β (Aβ) plaques, while CoM are enriched in the pyramidal layer of the CA2/CA1 hippocampal subfields, where they frequently engulf neurons and associate with tau-positive tangles and phosphorylated α-synuclein. To elucidate the role of these microglial subtypes, we employed high-content neuropathology, integrating Deep Spatial Profiling (DSP), multiplex chromogenic immunohistochemistry and confocal microscopy, to comprehensively map and characterise their morphological and molecular signatures, as well as their neuropathological and astrocytic microenvironments, in AD and control post-mortem samples. PaM and PaM-associated astrocytes exhibited signatures related to complement system pathways, ErbB signalling, and metabolic and neurodegenerative processes. In contrast, CoM displayed markers associated with protein degradation and immune signalling pathways, including STING, TGF-β, and NF-κB. While no direct association between CD8 + T cells and either microglial type was observed, CD163 + perivascular macrophages were frequently incorporated into PaM. These findings provide novel insights into the heterogeneity of microglial responses, in particular their distinct interactions with astrocytes and infiltrating immune cells, and shed light on specific neurodegenerative hotspots and their implications for hippocampal deterioration in AD.",Acta Neuropathol,2025
40110607,"Dementia in a resource-constrained sub-Saharan African setting: A comprehensive retrospective analysis of prevalence, risk factors, and management at the only neuropsychiatric facility in Northeastern Nigeria.","INTRODUCTION: Dementia prevalence is increasing in sub-Saharan Africa, potentially due to population growth and aging. Resource-constrained settings such as Northeastern Nigeria face challenges in dementia management.
METHODS: We assessed dementia burden and management at the Federal Neuropsychiatric Hospital Maiduguri, the only neuropsychiatric facility in Northeastern Nigeria. This retrospective analysis included patient records from 1999 to 2023 for individuals 60 year of age and older with a dementia diagnosis.
RESULTS: Of the 1216 cases reported, Alzheimer's disease (60.5%) was the most common subtype, followed by vascular dementia (24.5%). Hypertension (41.6%) was the most frequent comorbidity. Memory loss was present in all cases, whereas behavioral symptoms like agitation presented in some cases. Treatments included cognitive enhancers (donepezil), supplements (gingko biloba), and non-drug therapies (psychoeducation).
DISCUSSION: The increasing burden of dementia at this sole facility highlights the urgent need for targeted interventions and further research to understand the underlying factors contributing to dementia in this population.
HIGHLIGHTS: Dementia trends and management in a neuropsychiatric facility serving over 26 million people in Northeastern Nigeria. Alzheimer's disease accounted for 60.5% of the dementia cases reported, with hypertension as the leading comorbidity. There is an urgent need for improved diagnostic tools and health care infrastructure to address dementia in resource-constrained settings. The findings lay the foundation for developing a dementia cohort as part of the Northern Nigeria Dementia Research Group.",Alzheimers Dement,2025
39893485,Delta-opioid receptor signaling alleviates neuropathology and cognitive impairment in the mouse model of Alzheimer's disease by regulating microglia homeostasis and inhibiting HMGB1 pathway.,"BACKGROUND: Recent studies suggest that opioid receptor signaling may differentially affect Alzheimer's disease (AD) pathology and the relevant behavioral dysfunctions. However, the precise roles and mechanisms of opioid receptor subtypes in AD pathologies are still unclear with major controversies.
METHODS: We compared the delta-opioid receptor (DOR)- and mu-opioid receptor (MOR)-mediated effects on AD-associated cognitive deficits, pathologies, neuroinflammations, cell death using transgenic APP/PS1 mouse model and BV2 cell line at behavioral, molecular, and cellular levels. Unpaired t-test and one/two way analysis for variance (ANOVA) were used to analyze statistical significance of the data.
RESULTS: We show a distinct role of DOR and its major difference with MOR in AD injury in an APP/PS1 mouse model. DOR activation by UFP-512, but not MOR activation by DAMGO, attenuated cognitive impairment, reduced beta-amyloid (Aβ) production and aggregation, as well as protected the neurons from apoptosis in APP/PS1 mice. DOR and MOR also differentially modulated microglia in APP/PS1 mice and in vitro AD cell model with a DOR-mediated inhibition on the excessive activation of microglia and the release of pro-inflammatory cytokines in AD pathologies. Gene expression profiling further revealed that the alternations in DOR/MOR are closely associated with microglial homeostatic signatures and high mobility group protein B1 (HMGB1) in AD. DOR activation inhibited HMGB1 secretion and its translocation from nuclear to cytoplasm. Our in-vitro studies further confirmed that DOR overexpression mitigated microglial inflammatory response and rescued neurons from AD injury via HMGB1-NF-κB signaling pathway.
CONCLUSIONS: These novel findings uncover previously unappreciated roles of DOR in neuroprotection against AD injury via modulating microglia-related inflammatory responses.",Alzheimers Res Ther,2025
39853302,EpiAge: a next-generation sequencing-based ELOVL2 epigenetic clock for biological age assessment in saliva and blood across health and disease.,"This study introduces EpiAgePublic, a new method to estimate biological age using only three specific sites on the gene ELOVL2, known for its connection to aging. Unlike traditional methods that require complex and extensive data, our model uses a simpler approach that is well-suited for next-generation sequencing technology, which is a more advanced method of analyzing DNA methylation. This new model overcomes some of the common challenges found in older methods, such as errors due to sample quality and processing variations. We tested EpiAgePublic with a large and varied group of over 4,600 people to ensure its accuracy. It performed on par with, and sometimes better than, more complicated models that use much more data for age estimation. We examined its effectiveness in understanding how factors like HIV infection and stress affect aging, confirming its usefulness in real-world clinical settings. Our results prove that our simple yet effective model, EpiAgePublic, can capture the subtle signs of aging with high accuracy. We also used this model in a study involving patients with Alzheimer's Disease, demonstrating the practical benefits of next-generation sequencing in making precise age-related assessments. This study lays the groundwork for future research on aging mechanisms and assessing how different interventions might impact the aging process using this clock.",Aging (Albany NY),2025
39751702,"The Interplay Between Accumulation of Amyloid-Beta and Tau Proteins, PANoptosis, and Inflammation in Alzheimer's Disease.","Alzheimer's disease (AD) is a common progressive neurodegenerative disorder, and the vast majority of cases occur in elderly patients. Recently, the accumulation of Aβ and tau proteins has drawn considerable attention in AD research. This review explores the multifaceted interactions between these proteins and their contribution to the pathological landscape of AD, encompassing synaptic dysfunction, neuroinflammation, and PANoptosis. PANoptosis is a collective term for programmed cell death (PCD) modalities that encompass elements of apoptosis, pyroptosis, and necroptosis. The accumulation of Aβ peptides and tau proteins, along with the immune response in brain cells, may trigger PANoptosis, thus advancing the progression of the disease. Recent advancements in molecular imaging and genetics have provided deeper insights into the interactions between Aβ peptides, tau proteins, and the immune response. The review also discusses the role of mitochondrial dysregulation in AD. The exploration of the interplay between neurodegeneration, immune responses, and cell death offers promising avenues for the development of innovative treatments.",Neuromolecular Med,2024
39924519,Small-world networks propensity in spontaneous speech signals of Alzheimer's disease: visibility graph analysis.,"Exploiting complex network methods to describe dynamical behavior based on speech time series can provide fundamental insights into the function of underlying dynamical processes in Alzheimer's disease (AD). This study scrutinizes the dynamic alterations in Alzheimer's speech through abstract concepts of small-world networks. The visibility graph (VG) of the time series of spontaneous speech is introduced as a quantitative method to differentiate between healthy individuals and those with Alzheimer's. The dynamic speech patterns across three AD and healthy subjects stages are analyzed by examining the small-world feature structure, characterized by a high clustering coefficient (C) and short average path length (L) in the VG. These characteristics are calculated based on degree K. The results demonstrate the practical utility of C and L in identifying the underlying pathological mechanisms of AD. Furthermore, all speech series exhibit small-world topology based on VG, with changes reflecting the brain system's pathology that impacts individuals' language skills.",Sci Rep,2025
39717698,"Open label pilot of personalized, neuroimaging-guided theta burst stimulation in early-stage Alzheimer's disease.","BACKGROUND: Alzheimer's disease (AD) is characterized by cerebral amyloid plaques and neurofibrillary tangles and disruption of large-scale brain networks (LSBNs). Transcranial magnetic stimulation (TMS) has emerged as a potential non-invasive AD treatment that may serve as an adjunct therapy with FDA approved medications.
METHODS: We conducted a 10-subject open label, single site study evaluating the effect of functional connectivity-resting state functional MRI guided-approach to TMS targeting with dysfunctional LSBNs in subjects with biomarker-confirmed early-stage AD (https://clinicaltrials.gov/study/NCT05292222). Subjects underwent pre-post imaging and testing to assess connectivity dysfunction and cognition. All participants received intermittent theta burst stimulation [(iTBS), (80% motor threshold; 5 sessions per day; 5 days; 3 targets; 18,000 pulses/day)] over 2 weeks. Three Human Connectome Project (HCP) defined parcellations were targeted, with one common right temporal area G dorsal (RTGd) target across all subjects and two personalized.
RESULTS: We identified the following parcellations to be dysfunctional: RTGd, left area 8A ventral (L8Av), left area 8B lateral (L8BL), and left area 55b (L55b). There were no changes in these parcellations after treatment, but subjects showed improvement on the Repeatable Battery for the Assessment of Neuropsychological Status attention index (9.7; p = 0.01). No subject dropped out of the treatment, though 3 participants were unable to tolerate the RTGd target due to facial twitching (n = 2) and anxiety (n = 1).
CONCLUSION: Accelerated iTBS protocol was well-tolerated and personalized target-based treatment is feasible in early-stage AD. Further sham-controlled clinical trials are necessary to determine if this is an effective adjunctive treatment in early-stage AD.",Front Neurosci,2024
39744522,Modifying reaction time tasks parameters in the automated IntelliCage identifies heightened impulsivity and impaired attention in the 3xTg-AD model of Alzheimer's disease.,"BACKGROUND: The 3xTg-AD transgenic mouse model of Alzheimer's disease (AD) is an important tool to investigate the relationship between development of pathological amyloid-β (Aβ) and tau, neuroinflammation, and cognitive impairments. Traditional behavioral tasks assessing aspects of learning and memory, such as mazes requiring spatial navigation, unfortunately suffer from several shortcomings, including the stress of human handling and not probing species-typical behavior. The automated IntelliCage system was developed to circumvent such issues by testing mice in a social environment while measuring multiple aspects of cognition. Water consumption can serve as a primary motivator for task engagement. Once animals adapt to the cage and can access water, mice can be subjected to operant tasks. Each of the four corners of a cage contains doors to manipulate access to water, visual LED cues, and a valve allowing administration of an air puff. Previously, we detected significant impairments in 3xTg-AD mice in the IntelliCage, however a high failure rate and genotypical differences in water motivation were observed.
METHODS: Here, we implemented an IntelliCage paradigm where mice underwent progressively more difficult reaction time tasks to assess attention and impulsivity, behaviors mediated by the prefrontal cortex. Mice were placed in the IntelliCage at 11.5 months of age, which corresponds with the presence of widespread pathology.
RESULTS: As the difficulty of the reaction time tasks increased, 3xTg-AD mice exhibited lower percent Correct Responses than NonTg. When implementing varying pre-cue durations, where animals are required to wait between the initiation of the trial and the LED turning on (which then requires a nose-poke to access water), 3xTg-AD mice prematurely nose-poked on trials requiring a longer delay before a second nose poke would allow water access, demonstrating heightened impulsivity. The presence of soluble and insoluble fractions of cortical Aβ40 and 42, and phosphorylated tau epitopes threonine 181 and serine 396 confirmed the presence of neuropathological hallmarks in 3xTg-AD mice.
CONCLUSION: Together, this study describes a novel protocol that overcomes motivational differences and detects attention and impulsivity deficits in 3xTg-AD mice utilizing the IntelliCage.",Front Aging Neurosci,2024
40172817,Neuroprotective Effects of Catechins by Differentially Affecting the Binding of Beta-amyloid and Its Aggregates to the Target Cells.,"Aggregation and deposition of amyloid-β protein (Aβ42) in extracellular spaces are key neuropathological features of Alzheimer's disease (AD). Extracellular Aβ42 aggregates not only impair the function of the extracellular matrix but also directly damage brain cells through binding interactions. Chemically, tea polyphenols are amphiphilic, similar to the Aβ42 molecule. This study found that catechin (CA) and epigallocatechin gallate (EGCG) effectively bound to Aβ42 monomers (Aβ42M) and oligomers (Aβ42O), preventing Aβ42 aggregation; in contrast, EGCG also showed some binding to protofibrils (Aβ42P) and fibrils (Aβ42F), slightly inhibiting their development. In the presence of Aβ42M and Aβ42 aggregates in vitro, CA and EGCG demonstrated considerable protective effects on neural and vascular endothelial cells. These effects corresponded with the ability of CA and EGCG (particularly CA) to preserve Aβ42M's targeting and binding to these cells, while they (especially EGCG) blocked or inhibited Aβ42O's targeting and binding. Molecular docking revealed that both CA and EGCG effectively maintained the active conformation of Aβ42M; in contrast, EGCG also effectively rendered Aβ42O units inactive, primarily by disrupting and covering the hydrophobic clusters. Furthermore, CA and EGCG improved the AD brain microenvironment, including reducing Aβ42 plaque burden and supporting brain cell populations. In conclusion, CA and EGCG inhibited the structure, bioactivity, and cell-targeting ability of Aβ42 aggregates; however, they protected these aspects of Aβ42M. These findings are essential for understanding the neuroprotective mechanisms of plant polyphenols.",Mol Neurobiol,2025
40069253,"Brain Perfusion, Atrophy, and Dopaminergic Changes in Amyloid Negative Logopenic Primary Progressive Aphasia.","Although most cases of logopenic variant primary progressive aphasia (lvPPA) are caused by Alzheimer's disease (AD), Lewy body disease (LBD) has also been reported. We assessed brain perfusion, atrophy, dopamine transporter (DAT) uptake, and language function among patients with lvPPA based on beta-amyloid. Thirty-three patients with lvPPA and 28 healthy controls (HCs) underwent MRI, <sup>18</sup>F-florbetaben PET, and early- and late-phase DAT PET. All patients completed a language test. General linear models were applied to investigate the association of brain imaging with the aphasia quotient (AQ) and repetition scores. 20 (60.6%) and 13 (39.4%) of the lvPPA patients were amyloid-positive (lvPPA<sup>A+</sup>) and -negative (lvPPA<sup>A-</sup>), respectively. Language function was comparable between groups. Compared to HCs, the lvPPA<sup>A+</sup> had lower perfusion across widespread brain regions, the lvPPA<sup>A-</sup> had lower perfusion in the left supramarginal and angular gyri, and both groups had lower DAT in the left caudate and bilateral substantia nigra. In the lvPPA<sup>A-</sup>, AQ and repetition scores were positively correlated with perfusion in the left temporal and inferior parietal cortices, with perfusion in the left supramarginal gyrus mediating the effect of left substantia nigra DAT. Although AD is the most common underlying pathology of lvPPA, LBD may contribute to the logopenic phenotype.",Sci Rep,2025
39868840,Nutrition: A non-negligible factor in the pathogenesis and treatment of Alzheimer's disease.,"Alzheimer's disease (AD) is a degenerative disease characterized by progressive cognitive dysfunction. The strong link between nutrition and the occurrence and progression of AD pathology has been well documented. Poor nutritional status accelerates AD progress by potentially aggravating amyloid beta (Aβ) and tau deposition, exacerbating oxidative stress response, modulating the microbiota-gut-brain axis, and disrupting blood-brain barrier function. The advanced stage of AD tends to lead to malnutrition due to cognitive impairments, sensory dysfunctions, brain atrophy, and behavioral and psychological symptoms of dementia (BPSD). This, in turn, produces a vicious cycle between malnutrition and AD. This review discusses how nutritional factors and AD deteriorate each other from the early stage of AD to the terminal stages of AD, focusing on the potential of different levels of nutritional factors, ranging from micronutrients to diet patterns. This review provides novel insights into reducing the risk of AD, delaying its progression, and improving prognosis. HIGHLIGHTS: Two-fifths of Alzheimer's disease (AD) cases worldwide have been attributed to potentially modifiable risk factors. Up to ≈26% of community-dwelling patients with AD are malnourished, compared to 7%∼76% of institutionalized patients. Undernutrition effects the onset, progression, and prognosis of AD through multiple mechanisms. Various levels of nutritional supports were confirmed to be protective factors for AD via specific mechanisms.",Alzheimers Dement,2025
40013096,Exploring cognitive and neuroimaging profiles of dementia subtypes of individuals with dementia in the Democratic Republic of Congo.,"OBJECTIVE: The 2024 Alzheimer's Association (AA) research diagnostic criteria for Alzheimer's Disease (AD) considers fluid biomarkers, including promising blood-based biomarkers for detecting AD. This study aims to identify dementia subtypes and their cognitive and neuroimaging profiles in older adults with dementia in the Democratic Republic of Congo (DRC) using biomarkers and clinical data.
METHODS: Forty-five individuals with dementia over 65 years old were evaluated using the Community Screening Instrument for Dementia and the informant-based Alzheimer's Questionnaire. Core AD biomarkers (Aβ42/40 and p-tau181) and non-specific neurodegeneration biomarkers (NfL, GFAP) were measured in blood plasma. Neuroimaging structures were assessed using magnetic resonance imaging (MRI). Dementia subtypes were determined based on plasma biomarker pathology and vascular markers. Biomarker cutoff scores were identified to optimize sensitivity and specificity. Individuals were stratified into one of four dementia subtypes-AD only, non-AD vascular, non-AD other, or mixed - based on combinations of abnormalities in these markers.
RESULTS: Among the 45 individuals with dementia, mixed dementia had the highest prevalence (42.4%), followed by AD-only (24.4%), non-AD other dementia (22.2%), and non-AD vascular dementia subtypes (11.1%). Both cognitive and neuroimaging profiles aligned poorly with biomarker classifications in the full sample. Cognitive tests varied across dementia subtypes. The cognitive profile of the AD-only and mixed groups suggested relatively low cognitive performance, while the non-AD and other groups had the best scores on average.
CONCLUSION: Consistent with studies in other settings, our preliminary findings suggest that neurodegenerative plasma biomarkers may help to identify dementia subtypes and provide insight into cognitive and neuroimaging profiles among older adults in the DRC.",Front Aging Neurosci,2025
39713891,Association of APOE alleles and polygenic profiles comprising APOE-TOMM40-APOC1 variants with Alzheimer's disease neuroimaging markers.,"INTRODUCTION: TOMM40 and APOC1 variants can modulate the APOE-ε4-related Alzheimer's disease (AD) risk by up to fourfold. We aim to investigate whether the genetic modulation of ε4-related AD risk is reflected in brain morphology.
METHODS: We tested whether 27 magnetic resonance imaging-derived neuroimaging markers of neurodegeneration (volume and thickness in temporo-limbic regions) are associated with APOE-TOMM40-APOC1 polygenic profiles using the National Alzheimer's Coordinating Center Uniform Data Set linked to the AD Genetic Consortium data.
RESULTS: All brain regions studied using structural phenotypes were smaller in individuals with AD. The ε4 allele was associated with smaller limbic (entorhinal, hippocampus, parahippocampus) brain volume and cortical thickness in AD cases than controls. There were significant differences in the associations for the higher-risk and lower-risk ε4-bearing APOE-TOMM40-APOC1 profiles with temporo-limbic region markers.
DISCUSSION: The APOE-AD heterogeneity may be partly attributed to the modulating role of the TOMM40 and APOC1 genes in the APOE cluster.
HIGHLIGHTS: The ε4 allele is associated with smaller values of neuroimaging markers in AD cases. Larger values of neuroimaging markers may protect against AD in the ε4 carriers. TOMM40 and APOC1 variants differentiate AD risk in the ε4 carriers. The same variants can differentiate the links between ε4 and neuroimaging markers.",Alzheimers Dement,2025
40112321,Associations of KLOTHO-VS heterozygosity and α-Klotho protein with cerebrospinal fluid Alzheimer's disease biomarkers.,"BackgroundKLOTHO-VS heterozygosity (KL-VSHET) and soluble α-Klotho (sαKl) protein interfere with Alzheimer's disease (AD) pathophysiology, but the specific relationships remain unclear. This study explored these associations across the AD continuum, focusing on core AD biomarkers and markers of neurodegeneration, neuroinflammation, and synaptic dysfunction.ObjectiveWe investigated whether 1) KL-VSHET is associated with lower AD biomarker burden (Aβ<sub>42</sub>, Aβ<sub>42/40</sub> ratio, P-tau181, T-tau) and neurodegeneration (NfL); 2) sαKl relates to AD biomarkers, neurodegeneration (NfL), neuroinflammation (GFAP), and synaptic dysfunction (Ng); 3) associations vary by APOE ε4 status and clinical subgroup.MethodsParticipants (n = 223) were categorized as cognitively healthy (n = 38), aMCI-AD (n = 94), and AD dementia (n = 91). KLOTHO genotyping was available for 128 participants; 138 had cerebrospinal fluid (CSF) and serum sαKl measurements; and 42 had both. Multiple linear regression evaluated associations between KL-VSHET, sαKl levels, and biomarkers, stratified by APOE ε4 status and clinical subgroup.ResultsOverall, the associations between KL-VSHET and higher CSF Aβ<sub>42</sub> and Aβ<sub>42/40</sub> ratio were non-significant (ps ≥ 0.059) except when restricted to APOE ε4 carriers only (β = 0.11, p = 0.008 and β = 0.16, p = 0.033, respectively). Within clinical subgroups, KL-VSHET was positively associated with Aβ<sub>42/40</sub> ratio only in aMCI-AD (β = 0.23, p = 0.034). No significant associations were observed between KL-VSHET and tau biomarkers or NfL. For sαKl, associations with biomarkers were non-significant except for a negative association of serum sαKl with P-tau181 in aMCI-AD (β = -0.25, p = 0.036) and a positive association with Aβ<sub>42/40</sub> ratio in APOE ε4 non-carriers (β = 0.24 p = 0.047).ConclusionsKL-VSHET may help protect against amyloid pathology, particularly in the presence of APOE ε4, and regardless of APOE status in aMCI-AD.",J Alzheimers Dis,2025
40037549,Cell-type-specific expression of Nav1.6 in the developing brain of mice and its involvement in glial activation in Alzheimer's disease.,"Voltage-gated sodium channels (Nav's), particularly Nav1.6, are crucial for action potential generation in neurons and are linked to brain disorders. This study explores the cell-type-specific expression of Nav1.6 in C57BL/6 mice brains at various developmental stages. Coronal sections from embryonic day 14 to postnatal day 30 were examined. Nav1.6 expression increased at both protein and messenger RNA (mRNA) levels during this period. Immunofluorescence double staining revealed that Nav1.6 is primarily localized on neurons. Astrocytes show increasing expression from prenatal to postnatal stages, correlating with maturation. Microglia exhibit low-intensity expression throughout the development. Co-expression of Nav1.6 with oligodendrocyte precursor cell marker NG2 is observed from E14 through postnatal stages, with prominent co-expression on day 21 and day 30. Consistent co-expression with olig2 is observed from E16 to day 30. In primary cultures, astrocytes had higher Nav1.6 levels compared to microglia and oligodendrocyte precursor cells. Nav1.6 expression was upregulated in astrocytes and microglia in APP/amyloid beta precursor protein/presenilin 1 (PS1) transgenic mice. Down-regulating Nav1.6 in vitro reduced amyloid beta-induced microglial activation and cytokine levels (IL-1β, TNF-α). These findings highlight Nav1.6 as a potential target for therapeutic interventions against neurodegenerative diseases.",Cereb Cortex,2025
39767810,Cerebrospinal Fluid Classical Biomarker Levels in Mixed vs. Pure A<sup>+</sup>T<sup>+</sup> (A<sup>+</sup>T<sub>1</sub><sup>+</sup>) Alzheimer's Disease.,"Background: Alzheimer's disease (AD) may present with pure (typical or atypical) and mixed phenotypes, sometimes causing difficulties in (differential) diagnosis. In order to achieve a diagnostic accuracy as high as possible, the diagnosis of AD during life depends on various biomarkers, including the cerebrospinal fluid (CSF) biomarkers. Methods: Classical CSF AD biomarkers were determined in a total of 61 patients, classified as both beta amyloid- and tau-positive A<sup>+</sup>T<sup>+</sup> (or A<sup>+</sup>T<sub>1</sub><sup>+</sup> according to the recently revised Alzheimer Association criteria for diagnosis and staging of AD). Twenty one of these patients fulfilled the criteria for mixed AD (mixed with Lewy bodies, cerebrovascular disease, or normal pressure hydrocephalus), whilst 40 had pure AD. Results: Patients did not differ with respect to gender, education, disease duration, and cognitive status. After controlling for confounding factors, no difference was observed between mixed and pure AD groups in Aβ<sub>42</sub> or Aβ<sub>42</sub>/Aβ<sub>40</sub> levels. Although by definition, patients of both groups had abnormal (increased) levels of phospho-tau<sub>181</sub>, the mixed AD group presented with lower (less abnormal) levels of phospho-tau181 and total tau as compared to the pure group. Conclusions: In patients with AD of comparable cognitive status, mixed AD cases may present with lower levels of tau proteins and, if close to the cut-off values, diagnostic uncertainty may be increased.",Biomedicines,2024
39756430,The changes in the ratio of Dicer1 transcripts can participate in the neuronal hypoxic response by regulating miR-29b.,"The nervous system is highly dependent on the supply of oxygen and nutrients, so when demand for oxygen exceeds its supply, hypoxia is induced. The hippocampus is very important in the nervous system. It has the ability to control human behavior, memory, emotion, and so on. Therefore, when the hippocampus is damaged by hypoxia, it may cause nervous system diseases such as Alzheimer's disease, Parkinson's disease, and stroke. Alternative splicing plays an important regulatory role in the processes of growth and disease occurrence and development. However, the function of hypoxia-induced alternative splicing in neurological diseases needs to be further studied. Therefore, we performed hypoxia stress on mouse hippocampal neuron HT22 cells and then analyzed differentially expressed genes and differential alternative splicing events by next-generation sequencing. Through bioinformatics analysis and verification, it was found that hypoxia stress regulated the expression of Rbm15 and the ratio of Dicer1 transcripts in HT22 cells. The change in the ratio of Dicer1 transcripts may be related to the upregulation of miR-29b under hypoxia stress. This study can provide multiple time point sequencing results and a theoretical basis for the study of hypoxia-related gene alternative splicing.",Cereb Cortex,2025
39957147,Earlier diagnosis of Alzheimer's disease by dynamic light scattering spectroscopy.,"Dynamic light scattering (DLS) spectroscopy measures changes in the Brownian movement of particles at the molecular level. Since the retina of the eye is a neural tissue and an outgrowth of the brain, a clinical instrument was developed capable of making DLS measurements from the retina in patients with mild cognitive impairment undergoing positron emission tomography nuclide imaging for the presence of cerebral amyloid.",J Alzheimers Dis,2025
39692476,Curation and validation of electronic medical record-based dementia diagnoses in the VA Million Veteran Program.,"BACKGROUND: The age distribution and diversity of the VA Million Veteran Program (MVP) cohort make it a valuable resource for studying the genetics of Alzheimer's disease (AD) and related dementias (ADRD).
OBJECTIVE: We present and evaluate the performance of several International Classification of Diseases (ICD) code-based classification algorithms for AD, ADRD, and dementia for use in MVP genetic studies and other studies using VA electronic medical record (EMR) data. These were benchmarked relative to existing ICD algorithms and AD-medication-identified cases.
METHODS: We used chart review of n = 103 MVP participants to evaluate diagnostic utility of the algorithms. Suitability for genetic studies was examined by assessing association with APOE ε4, the strongest genetic AD risk factor, in a large MVP cohort (n = 286 K).
RESULTS: The newly developed MVP-ADRD algorithm performed well, comparable to the existing PheCode dementia algorithm (Phe-Dementia) in terms of sensitivity (0.95 and 0.95) and specificity (0.65 and 0.70). The strongest APOE ε4 associations were observed in cases identified using MVP-ADRD and Phe-Dementia augmented with medication-identified cases (MVP-ADRD or medication, p = 3.6 ×10<sup>-290</sup>; Phe-Dementia or medication, p = 1.4 ×10<sup>-290</sup>). Performance was improved when cases were restricted to those with onset age ≥60.
CONCLUSIONS: We found that our MVP-developed ICD-based algorithms had good performance in chart review and generated strong genetic signals, especially after inclusion of medication-identified cases. Ultimately, our MVP-derived algorithms are likely to have good performance in the broader VA, and their performance may also be suitable for use in other large-scale EMR-based biobanks in the absence of definitive biomarkers such as amyloid-PET and cerebrospinal fluid biomarkers.",J Alzheimers Dis,2025
39779911,Modulating mTOR-dependent astrocyte substate transitions to alleviate neurodegeneration.,"Traditional approaches to studying astrocyte heterogeneity have mostly focused on analyzing static properties, failing to identify whether subtypes represent intermediate or final states of reactive astrocytes. Here we show that previously proposed neuroprotective and neurotoxic astrocytes are transitional states rather than distinct subtypes, as revealed through time-series multiomic sequencing. Neuroprotective astrocytes are an intermediate state of the transition from a nonreactive to a neurotoxic state in response to neuroinflammation, a process regulated by the mTOR signaling pathway. In Alzheimer's disease (AD) and aging, we observed an imbalance in neurotoxic and neuroprotective astrocytes in animal models and human patients. Moreover, targeting mTOR in astrocytes with rapamycin or shRNA mitigated astrocyte neurotoxic effects in neurodegenerative mouse models. Overall, our study uncovers a mechanism through which astrocytes exhibit neuroprotective functions before becoming neurotoxic under neuroinflammatory conditions and highlights mTOR modulation specifically in astrocytes as a potential therapeutic strategy for neurodegenerative diseases.",Nat Aging,2025
39807599,Unraveling the transcriptomic landscape of brain vascular cells in dementia: A systematic review.,"INTRODUCTION: Cerebrovascular dysfunction plays a critical role in the pathogenesis of dementia and related neurodegenerative disorders. Recent omics-driven research has revealed associations between vascular abnormalities and transcriptomic alterations in brain vascular cells, particularly endothelial cells (ECs) and pericytes (PCs). However, the impact of these molecular changes on dementia remains unclear.
METHODS: We conducted a comparative analysis of gene expression in ECs and PCs across neurodegenerative conditions, including Alzheimer's disease (AD), Huntington's disease, and arteriovenous malformation, utilizing transcriptomic data from published postmortem human tissue studies.
RESULTS: We identified differentially expressed genes (DEGs) consistently dysregulated in ECs and PCs across these pathologies. Notably, several DEGs are linked to vascular cell zonation and genetic risks for AD and cerebral small vessel disease.
DISCUSSION: Our findings provide insights into the cellular and molecular mechanisms underlying vascular dysfunction in dementia, highlight the knowledge gaps, and suggest potential novel vascular therapeutic targets, including genes not previously investigated in this context.
HIGHLIGHTS: Systematic review of differentially expressed genes (DEGs) in vascular cells from neurodegenerative single-nuclear RNA-sequencing (snRNA-seq) studies. Identify overlapping DEGs in multiple vascular cell types across studies. Examine functional relevance and associations with genetic risk for common DEGs. Outline future directions for the vascular omics field.",Alzheimers Dement,2025
39753643,Addressing inter individual variability in CSF levels of brain derived proteins across neurodegenerative diseases.,"Accurate diagnosis and monitoring of neurodegenerative diseases require reliable biomarkers. Cerebrospinal fluid (CSF) proteins are promising candidates for reflecting brain pathology; however, their diagnostic utility may be compromised by natural variability between individuals, weakening their association with disease. Here, we measured the levels of 69 pre-selected proteins in cerebrospinal fluid using antibody-based suspension bead array technology in a multi-disease cohort of 499 individuals with neurodegenerative disorders including Alzheimer's disease (AD), behavioral variant frontotemporal dementia, primary progressive aphasias, amyotrophic lateral sclerosis (ALS), corticobasal syndrome, primary supranuclear palsy, along with healthy controls. We identify significant inter-individual variability in overall CSF levels of brain-derived proteins, which could not be attributed to specific disease associations. Using linear modelling, we show that adjusting for median CSF levels of brain-derived proteins increases the diagnostic accuracy of proteins previously identified as altered in CSF in the context of neurodegenerative disorders. We further demonstrate a simplified approach for the adjustment using pairs of correlated proteins with opposite alteration in the diseases. With this approach, the proteins adjust for each other and further increase the biomarker performance through additive effect. When comparing the diseases, two proteins-neurofilament medium and myelin basic protein-showed increased levels in ALS compared to other diseases, and neurogranin showed a specific increase in AD. Several other proteins showed similar trends across the studied diseases, indicating that these proteins likely reflect shared processes related to neurodegeneration. Overall, our findings suggest that accounting for inter-individual variability is crucial in future studies to improve the identification and performance of relevant biomarkers. Importantly, we highlight the need for multi-disease studies to identify disease-specific biomarkers.",Sci Rep,2025
